GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGS001,AGS002,AGS003,AGS004,AGS005,AGS006,AGS007,AGS008,AGS009,AGS010,AGS011,AGS012,AGS013,AGS014,AGS015,AGS016,AGS017,AGS018,AGS019,AGS020,AGS021,AGT001,AGU001
"G2200170","1860","Louisiana","220","Caddo","0170","Caddo",51,42,39,33,22,25,17,15,22,70,44,41,30,7,14,14,4,0,0,0,0,490,7338
"G2200190","1860","Louisiana","220","Calcasieu","0190","Calcasieu",39,18,21,12,13,15,7,9,6,20,9,5,1,1,1,0,0,0,0,0,0,177,1171
"G2200210","1860","Louisiana","220","Caldwell","0210","Caldwell",43,22,17,13,5,11,7,7,10,23,6,8,5,3,5,1,2,0,0,0,0,188,1945
"G2200235","1860","Louisiana","220","Carroll","0235","Carroll",87,47,42,31,43,24,16,19,15,57,35,60,29,10,35,17,27,1,3,0,0,598,13908
"G2200250","1860","Louisiana","220","Catahoula","0250","Catahoula",25,31,26,26,22,15,15,17,11,30,21,19,16,17,10,20,6,0,0,0,0,327,6113
"G2200270","1860","Louisiana","220","Claiborne","0270","Claiborne",122,81,59,50,54,38,36,38,31,121,54,60,28,13,7,2,0,0,0,0,0,794,7848
"G2200290","1860","Louisiana","220","Concordia","0290","Concordia",19,12,11,9,6,6,8,5,4,23,18,10,14,11,21,26,41,6,0,0,0,250,12542
"G2200310","1860","Louisiana","220","De Soto","0310","De Soto",76,48,41,36,24,29,26,19,11,85,45,54,33,13,25,4,4,2,0,0,0,575,8507
"G2200330","1860","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",105,83,52,50,41,33,22,24,15,62,55,44,23,12,8,13,8,1,0,0,0,651,8570
"G2200370","1860","Louisiana","220","East Feliciana","0370","East Feliciana",50,37,38,31,40,33,22,27,10,68,49,55,42,26,28,11,10,0,0,0,0,577,10593
"G2200410","1860","Louisiana","220","Franklin","0410","Franklin",37,28,22,22,26,17,13,16,15,51,23,14,14,4,2,4,1,0,0,0,0,309,3402
"G2200470","1860","Louisiana","220","Iberville","0470","Iberville",49,37,37,33,22,26,20,9,20,40,32,23,13,6,20,28,25,1,1,0,0,442,10680
"G2200490","1860","Louisiana","220","Jackson","0490","Jackson",57,44,39,33,27,24,15,14,22,59,26,24,8,4,5,2,2,0,0,0,0,405,4098
"G2200510","1860","Louisiana","220","Jefferson","0510","Jefferson",53,49,32,25,18,20,12,12,7,26,8,12,5,3,12,2,9,3,1,0,0,309,5120
"G2200550","1860","Louisiana","220","Lafayette","0550","Lafayette",102,53,44,28,32,31,30,23,18,51,29,22,14,5,5,3,2,0,0,0,0,492,4463
"G2200570","1860","Louisiana","220","Lafourche","0570","Lafourche",101,64,42,46,43,21,20,18,7,34,7,13,13,7,12,9,12,2,0,0,0,471,6395
"G2200630","1860","Louisiana","220","Livingston","0630","Livingston",27,21,11,12,19,9,13,10,6,19,7,6,1,3,0,2,0,0,0,0,0,166,1311
"G2200650","1860","Louisiana","220","Madison","0650","Madison",18,18,19,8,10,13,8,11,4,32,18,32,26,23,29,28,27,5,0,0,0,329,12477
"G2200670","1860","Louisiana","220","Morehouse","0670","Morehouse",52,55,40,24,20,18,16,20,19,52,39,53,20,16,13,7,2,0,0,0,0,466,6569
"G2200690","1860","Louisiana","220","Natchitoches","0690","Natchitoches",78,67,54,48,32,32,20,17,27,64,39,67,26,13,17,10,9,1,0,0,0,621,9434
"G2200710","1860","Louisiana","220","Orleans","0710","Orleans",1435,821,609,369,253,203,128,86,57,134,40,16,6,3,3,4,2,0,0,0,0,4169,14484
"G2200730","1860","Louisiana","220","Ouachita","0730","Ouachita",20,16,9,13,9,12,6,10,6,16,12,22,10,8,8,4,0,0,0,0,0,181,2840
"G2200750","1860","Louisiana","220","Plaquemines","0750","Plaquemines",54,26,18,10,9,7,11,10,5,26,9,6,3,6,7,6,14,3,1,0,0,231,5385
"G2200770","1860","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",88,42,38,34,39,32,24,26,25,64,49,53,33,26,23,19,16,3,0,0,0,634,12903
"G2200790","1860","Louisiana","220","Rapides","0790","Rapides",90,61,38,23,20,11,25,25,16,35,30,24,28,9,25,21,30,8,4,1,0,524,15358
"G2200850","1860","Louisiana","220","Sabine","0850","Sabine",47,20,18,17,15,13,16,4,3,23,14,14,3,1,3,0,0,0,0,0,0,211,1713
"G2200870","1860","Louisiana","220","St Bernard","0870","St Bernard",20,16,10,7,6,6,4,4,4,9,5,6,6,3,4,5,5,0,0,0,0,120,2240
"G2200890","1860","Louisiana","220","St Charles","0890","St Charles",18,10,10,8,7,8,6,8,3,10,9,7,3,0,4,11,15,1,0,0,0,138,4182
"G2200910","1860","Louisiana","220","St Helena","0910","St Helena",51,35,20,23,23,16,16,12,9,53,25,27,12,8,6,0,1,0,0,0,0,337,3711
"G2200930","1860","Louisiana","220","St James","0930","St James",66,40,51,38,43,28,23,18,10,39,27,23,10,10,11,10,19,3,0,0,0,469,8090
"G2200950","1860","Louisiana","220","St John The Baptist","0950","St John The Baptist",53,49,36,31,29,18,12,13,12,34,15,13,11,5,11,8,5,0,0,0,0,355,4594
"G2200970","1860","Louisiana","220","St Landry","0970","St Landry",179,85,82,58,52,58,47,42,34,120,55,51,37,20,24,15,3,1,0,0,0,963,11436
"G2200990","1860","Louisiana","220","St Martin","0990","St Martin",99,57,53,51,27,25,24,23,24,87,40,44,14,16,7,8,5,1,0,0,0,605,7358
"G2201010","1860","Louisiana","220","St Mary","1010","St Mary",36,38,23,27,22,17,11,12,9,53,29,39,14,13,23,31,26,7,2,0,0,432,13057
"G2201030","1860","Louisiana","220","St Tammany","1030","St Tammany",24,22,16,14,11,7,8,6,7,23,9,8,3,1,7,2,1,0,0,0,0,169,1841
"G2201070","1860","Louisiana","220","Tensas","1070","Tensas",15,15,14,7,15,5,10,3,3,15,19,47,28,23,39,35,33,4,0,0,0,330,14592
"G2201090","1860","Louisiana","220","Terrebonne","1090","Terrebonne",43,32,29,17,8,9,11,9,2,13,6,11,9,5,13,11,16,2,2,0,0,248,6785
"G2201110","1860","Louisiana","220","Union","1110","Union",78,55,39,31,22,23,12,16,22,52,28,32,14,3,2,1,0,0,0,0,0,430,3745
"G2201130","1860","Louisiana","220","Vermillion","1130","Vermillion",40,24,13,10,16,15,13,11,5,19,3,9,5,0,1,0,0,0,0,0,0,184,1316
"G2201170","1860","Louisiana","220","Washington","1170","Washington",50,22,20,19,6,16,11,12,8,26,12,6,4,2,1,0,1,0,0,0,0,216,1690
"G2201210","1860","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",31,18,15,9,12,11,5,9,4,23,14,9,5,5,9,13,14,1,0,0,0,207,5340
"G2201250","1860","Louisiana","220","West Feliciana","1250","West Feliciana",29,22,16,16,19,12,15,10,6,27,24,25,11,8,16,16,21,2,2,1,0,298,9571
"G2201270","1860","Louisiana","220","Winn","1270","Winn",70,29,20,14,15,11,9,8,4,12,8,2,3,0,0,3,1,0,0,0,0,209,1354
"G2300010","1860","Maine","230","Androscoggin","0010","Androscoggin",,,,,,,,,,,,,,,,,,,,,,,
"G2300030","1860","Maine","230","Aroostook","0030","Aroostook",,,,,,,,,,,,,,,,,,,,,,,
"G2300050","1860","Maine","230","Cumberland","0050","Cumberland",,,,,,,,,,,,,,,,,,,,,,,
"G2300070","1860","Maine","230","Franklin","0070","Franklin",,,,,,,,,,,,,,,,,,,,,,,
"G2300090","1860","Maine","230","Hancock","0090","Hancock",,,,,,,,,,,,,,,,,,,,,,,
"G2300110","1860","Maine","230","Kennebec","0110","Kennebec",,,,,,,,,,,,,,,,,,,,,,,
"G2300130","1860","Maine","230","Knox","0130","Knox",,,,,,,,,,,,,,,,,,,,,,,
"G2300150","1860","Maine","230","Lincoln","0150","Lincoln",,,,,,,,,,,,,,,,,,,,,,,
"G2300170","1860","Maine","230","Oxford","0170","Oxford",,,,,,,,,,,,,,,,,,,,,,,
"G2300190","1860","Maine","230","Penobscot","0190","Penobscot",,,,,,,,,,,,,,,,,,,,,,,
"G2300210","1860","Maine","230","Piscataquis","0210","Piscataquis",,,,,,,,,,,,,,,,,,,,,,,
"G2300230","1860","Maine","230","Sagadahoc","0230","Sagadahoc",,,,,,,,,,,,,,,,,,,,,,,
"G2300250","1860","Maine","230","Somerset","0250","Somerset",,,,,,,,,,,,,,,,,,,,,,,
"G2300270","1860","Maine","230","Waldo","0270","Waldo",,,,,,,,,,,,,,,,,,,,,,,
"G2300290","1860","Maine","230","Washington","0290","Washington",,,,,,,,,,,,,,,,,,,,,,,
"G2300310","1860","Maine","230","York","0310","York",,,,,,,,,,,,,,,,,,,,,,,
"G2400010","1860","Maryland","240","Allegany","0010","Allegany",76,34,15,18,12,9,5,3,4,8,2,1,0,0,0,0,0,0,0,0,0,187,666
"G2400030","1860","Maryland","240","Anne Arundel","0030","Anne Arundel",139,94,61,63,55,43,27,22,32,111,63,55,21,5,4,3,3,0,0,0,0,801,7332
"G2400050","1860","Maryland","240","Baltimore","0050","Baltimore",1121,347,199,103,75,48,32,19,22,57,14,8,4,0,3,0,0,0,0,0,0,2052,5400
"G2400090","1860","Maryland","240","Calvert","0090","Calvert",142,46,39,35,33,21,19,27,13,54,33,37,16,5,6,1,1,0,0,0,0,528,4609
"G2400110","1860","Maryland","240","Caroline","0110","Caroline",63,25,27,12,13,16,9,9,4,10,1,1,0,0,0,0,0,0,0,0,0,190,739
"G2400130","1860","Maryland","240","Carroll","0130","Carroll",75,35,21,18,17,10,8,9,6,7,1,0,1,0,0,0,0,0,0,0,0,208,783
"G2400150","1860","Maryland","240","Cecil","0150","Cecil",58,27,21,20,10,7,6,4,3,12,0,2,2,0,0,0,0,0,0,0,0,172,950
"G2400170","1860","Maryland","240","Charles","0170","Charles",77,58,49,59,48,60,54,35,29,127,85,76,29,15,10,5,1,0,0,0,0,817,9653
"G2400190","1860","Maryland","240","Dorchester","0190","Dorchester",193,138,79,54,43,42,34,25,28,69,20,23,4,1,1,0,0,0,0,0,0,754,4123
"G2400210","1860","Maryland","240","Frederick","0210","Frederick",257,144,93,62,58,39,25,20,18,60,10,5,2,1,0,0,0,0,0,0,0,794,3243
"G2400250","1860","Maryland","240","Harford","0250","Harford",203,109,93,75,51,26,25,22,7,29,10,4,1,2,0,0,0,0,0,0,0,657,1800
"G2400270","1860","Maryland","240","Howard","0270","Howard",165,56,34,24,28,14,22,22,25,54,14,11,2,0,3,1,1,0,0,0,0,476,2862
"G2400290","1860","Maryland","240","Kent","0290","Kent",208,119,57,46,31,31,28,13,21,27,18,10,2,0,0,0,0,0,0,0,0,611,2509
"G2400310","1860","Maryland","240","Montgomery","0310","Montgomery",173,107,55,44,52,44,44,32,35,88,47,32,9,3,4,0,1,0,0,0,0,770,5421
"G2400330","1860","Maryland","240","Prince Georges","0330","Prince Georges",145,70,54,46,32,32,31,28,30,97,73,90,42,30,27,13,7,0,0,0,0,847,12479
"G2400350","1860","Maryland","240","Queen Anne's","0350","Queen Anne's",104,73,64,41,54,37,23,27,12,72,24,25,12,1,3,0,1,0,0,0,0,573,4174
"G2400370","1860","Maryland","240","St Mary's","0370","St Mary's",149,70,64,61,50,42,35,30,24,109,50,40,18,11,7,1,0,0,0,0,0,761,6549
"G2400390","1860","Maryland","240","Somerset","0390","Somerset",121,99,77,86,49,62,33,45,23,75,37,28,7,4,1,0,0,0,0,0,0,747,5089
"G2400410","1860","Maryland","240","Talbot","0410","Talbot",119,77,43,48,29,30,22,15,18,49,22,23,3,2,5,0,0,0,1,0,0,506,3725
"G2400430","1860","Maryland","240","Washington","0430","Washington",143,67,47,31,29,20,13,12,14,16,4,2,0,0,0,0,0,0,0,0,0,398,1435
"G2400470","1860","Maryland","240","Worcester","0470","Worcester",388,157,87,77,46,33,28,27,12,42,17,14,4,1,1,0,0,0,0,0,0,934,3648
"G2500010","1860","Massachusetts","250","Barnstable","0010","Barnstable",,,,,,,,,,,,,,,,,,,,,,,
"G2500030","1860","Massachusetts","250","Berkshire","0030","Berkshire",,,,,,,,,,,,,,,,,,,,,,,
"G2500050","1860","Massachusetts","250","Bristol","0050","Bristol",,,,,,,,,,,,,,,,,,,,,,,
"G2500070","1860","Massachusetts","250","Dukes","0070","Dukes",,,,,,,,,,,,,,,,,,,,,,,
"G2500090","1860","Massachusetts","250","Essex","0090","Essex",,,,,,,,,,,,,,,,,,,,,,,
"G2500110","1860","Massachusetts","250","Franklin","0110","Franklin",,,,,,,,,,,,,,,,,,,,,,,
"G2500130","1860","Massachusetts","250","Hampden","0130","Hampden",,,,,,,,,,,,,,,,,,,,,,,
"G2500150","1860","Massachusetts","250","Hampshire","0150","Hampshire",,,,,,,,,,,,,,,,,,,,,,,
"G2500170","1860","Massachusetts","250","Middlesex","0170","Middlesex",,,,,,,,,,,,,,,,,,,,,,,
"G2500190","1860","Massachusetts","250","Nantucket","0190","Nantucket",,,,,,,,,,,,,,,,,,,,,,,
"G2500210","1860","Massachusetts","250","Norfolk","0210","Norfolk",,,,,,,,,,,,,,,,,,,,,,,
"G2500230","1860","Massachusetts","250","Plymouth","0230","Plymouth",,,,,,,,,,,,,,,,,,,,,,,
"G2500250","1860","Massachusetts","250","Suffolk","0250","Suffolk",,,,,,,,,,,,,,,,,,,,,,,
"G2500270","1860","Massachusetts","250","Worcester","0270","Worcester",,,,,,,,,,,,,,,,,,,,,,,
"G2600010","1860","Michigan","260","Alcona","0010","Alcona",,,,,,,,,,,,,,,,,,,,,,,
"G2600050","1860","Michigan","260","Allegan","0050","Allegan",,,,,,,,,,,,,,,,,,,,,,,
"G2600070","1860","Michigan","260","Alpena","0070","Alpena",,,,,,,,,,,,,,,,,,,,,,,
"G2600090","1860","Michigan","260","Antrim","0090","Antrim",,,,,,,,,,,,,,,,,,,,,,,
"G2600150","1860","Michigan","260","Barry","0150","Barry",,,,,,,,,,,,,,,,,,,,,,,
"G2600170","1860","Michigan","260","Bay","0170","Bay",,,,,,,,,,,,,,,,,,,,,,,
"G2600210","1860","Michigan","260","Berrien","0210","Berrien",,,,,,,,,,,,,,,,,,,,,,,
"G2600230","1860","Michigan","260","Branch","0230","Branch",,,,,,,,,,,,,,,,,,,,,,,
"G2600250","1860","Michigan","260","Calhoun","0250","Calhoun",,,,,,,,,,,,,,,,,,,,,,,
"G2600270","1860","Michigan","260","Cass","0270","Cass",,,,,,,,,,,,,,,,,,,,,,,
"G2600310","1860","Michigan","260","Cheboygan","0310","Cheboygan",,,,,,,,,,,,,,,,,,,,,,,
"G2600330","1860","Michigan","260","Chippewa","0330","Chippewa",,,,,,,,,,,,,,,,,,,,,,,
"G2600370","1860","Michigan","260","Clinton","0370","Clinton",,,,,,,,,,,,,,,,,,,,,,,
"G2600410","1860","Michigan","260","Delta","0410","Delta",,,,,,,,,,,,,,,,,,,,,,,
"G2600450","1860","Michigan","260","Eaton","0450","Eaton",,,,,,,,,,,,,,,,,,,,,,,
"G2600470","1860","Michigan","260","Emmet","0470","Emmet",,,,,,,,,,,,,,,,,,,,,,,
"G2600490","1860","Michigan","260","Genesee","0490","Genesee",,,,,,,,,,,,,,,,,,,,,,,
"G2600510","1860","Michigan","260","Gladwin","0510","Gladwin",,,,,,,,,,,,,,,,,,,,,,,
"G2600550","1860","Michigan","260","Grand Traverse","0550","Grand Traverse",,,,,,,,,,,,,,,,,,,,,,,
"G2600570","1860","Michigan","260","Gratiot","0570","Gratiot",,,,,,,,,,,,,,,,,,,,,,,
"G2600590","1860","Michigan","260","Hillsdale","0590","Hillsdale",,,,,,,,,,,,,,,,,,,,,,,
"G2600610","1860","Michigan","260","Houghton","0610","Houghton",,,,,,,,,,,,,,,,,,,,,,,
"G2600630","1860","Michigan","260","Huron","0630","Huron",,,,,,,,,,,,,,,,,,,,,,,
"G2600650","1860","Michigan","260","Ingham","0650","Ingham",,,,,,,,,,,,,,,,,,,,,,,
"G2600670","1860","Michigan","260","Ionia","0670","Ionia",,,,,,,,,,,,,,,,,,,,,,,
"G2600690","1860","Michigan","260","Iosco","0690","Iosco",,,,,,,,,,,,,,,,,,,,,,,
"G2600730","1860","Michigan","260","Isabella","0730","Isabella",,,,,,,,,,,,,,,,,,,,,,,
"G2600750","1860","Michigan","260","Jackson","0750","Jackson",,,,,,,,,,,,,,,,,,,,,,,
"G2600770","1860","Michigan","260","Kalamazoo","0770","Kalamazoo",,,,,,,,,,,,,,,,,,,,,,,
"G2600810","1860","Michigan","260","Kent","0810","Kent",,,,,,,,,,,,,,,,,,,,,,,
"G2600870","1860","Michigan","260","Lapeer","0870","Lapeer",,,,,,,,,,,,,,,,,,,,,,,
"G2600890","1860","Michigan","260","Leelanau","0890","Leelanau",,,,,,,,,,,,,,,,,,,,,,,
"G2600910","1860","Michigan","260","Lenawee","0910","Lenawee",,,,,,,,,,,,,,,,,,,,,,,
"G2600930","1860","Michigan","260","Livingston","0930","Livingston",,,,,,,,,,,,,,,,,,,,,,,
"G2600990","1860","Michigan","260","Macomb","0990","Macomb",,,,,,,,,,,,,,,,,,,,,,,
"G2601010","1860","Michigan","260","Manistee","1010","Manistee",,,,,,,,,,,,,,,,,,,,,,,
"G2601015","1860","Michigan","260","Manitou","1015","Manitou",,,,,,,,,,,,,,,,,,,,,,,
"G2601030","1860","Michigan","260","Marquette","1030","Marquette",,,,,,,,,,,,,,,,,,,,,,,
"G2601050","1860","Michigan","260","Mason","1050","Mason",,,,,,,,,,,,,,,,,,,,,,,
"G2601070","1860","Michigan","260","Mecosta","1070","Mecosta",,,,,,,,,,,,,,,,,,,,,,,
"G2601095","1860","Michigan","260","Michilimackinac","1095","Michilimackinac",,,,,,,,,,,,,,,,,,,,,,,
"G2601110","1860","Michigan","260","Midland","1110","Midland",,,,,,,,,,,,,,,,,,,,,,,
"G2601150","1860","Michigan","260","Monroe","1150","Monroe",,,,,,,,,,,,,,,,,,,,,,,
"G2601170","1860","Michigan","260","Montcalm","1170","Montcalm",,,,,,,,,,,,,,,,,,,,,,,
"G2601210","1860","Michigan","260","Muskegon","1210","Muskegon",,,,,,,,,,,,,,,,,,,,,,,
"G2601230","1860","Michigan","260","Newaygo","1230","Newaygo",,,,,,,,,,,,,,,,,,,,,,,
"G2601250","1860","Michigan","260","Oakland","1250","Oakland",,,,,,,,,,,,,,,,,,,,,,,
"G2601270","1860","Michigan","260","Oceana","1270","Oceana",,,,,,,,,,,,,,,,,,,,,,,
"G2601310","1860","Michigan","260","Ontonagon","1310","Ontonagon",,,,,,,,,,,,,,,,,,,,,,,
"G2601330","1860","Michigan","260","Osceola","1330","Osceola",,,,,,,,,,,,,,,,,,,,,,,
"G2601390","1860","Michigan","260","Ottawa","1390","Ottawa",,,,,,,,,,,,,,,,,,,,,,,
"G2601410","1860","Michigan","260","Presque Isle","1410","Presque Isle",,,,,,,,,,,,,,,,,,,,,,,
"G2601450","1860","Michigan","260","Saginaw","1450","Saginaw",,,,,,,,,,,,,,,,,,,,,,,
"G2601470","1860","Michigan","260","St Clair","1470","St Clair",,,,,,,,,,,,,,,,,,,,,,,
"G2601490","1860","Michigan","260","St Joseph","1490","St Joseph",,,,,,,,,,,,,,,,,,,,,,,
"G2601510","1860","Michigan","260","Sanilac","1510","Sanilac",,,,,,,,,,,,,,,,,,,,,,,
"G2601530","1860","Michigan","260","Schoolcraft","1530","Schoolcraft",,,,,,,,,,,,,,,,,,,,,,,
"G2601550","1860","Michigan","260","Shiawassee","1550","Shiawassee",,,,,,,,,,,,,,,,,,,,,,,
"G2601570","1860","Michigan","260","Tuscola","1570","Tuscola",,,,,,,,,,,,,,,,,,,,,,,
"G2601590","1860","Michigan","260","Van Buren","1590","Van Buren",,,,,,,,,,,,,,,,,,,,,,,
"G2601610","1860","Michigan","260","Washtenaw","1610","Washtenaw",,,,,,,,,,,,,,,,,,,,,,,
"G2601630","1860","Michigan","260","Wayne","1630","Wayne",,,,,,,,,,,,,,,,,,,,,,,
"G2700010","1860","Minnesota","270","Aitkin","0010","Aitkin",,,,,,,,,,,,,,,,,,,,,,,
"G2700030","1860","Minnesota","270","Anoka","0030","Anoka",,,,,,,,,,,,,,,,,,,,,,,
"G2700050","1860","Minnesota","270","Becker","0050","Becker",,,,,,,,,,,,,,,,,,,,,,,
"G2700090","1860","Minnesota","270","Benton","0090","Benton",,,,,,,,,,,,,,,,,,,,,,,
"G2700130","1860","Minnesota","270","Blue Earth","0130","Blue Earth",,,,,,,,,,,,,,,,,,,,,,,
"G2700135","1860","Minnesota","270","Breckinridge","0135","Breckinridge",,,,,,,,,,,,,,,,,,,,,,,
"G2700150","1860","Minnesota","270","Brown","0150","Brown",,,,,,,,,,,,,,,,,,,,,,,
"G2700155","1860","Minnesota","270","Buchanan","0155","Buchanan",,,,,,,,,,,,,,,,,,,,,,,
"G2700170","1860","Minnesota","270","Carlton","0170","Carlton",,,,,,,,,,,,,,,,,,,,,,,
"G2700190","1860","Minnesota","270","Carver","0190","Carver",,,,,,,,,,,,,,,,,,,,,,,
"G2700210","1860","Minnesota","270","Cass","0210","Cass",,,,,,,,,,,,,,,,,,,,,,,
"G2700250","1860","Minnesota","270","Chisago","0250","Chisago",,,,,,,,,,,,,,,,,,,,,,,
"G2700330","1860","Minnesota","270","Cottonwood","0330","Cottonwood",,,,,,,,,,,,,,,,,,,,,,,
"G2700350","1860","Minnesota","270","Crow Wing","0350","Crow Wing",,,,,,,,,,,,,,,,,,,,,,,
"G2700370","1860","Minnesota","270","Dakota","0370","Dakota",,,,,,,,,,,,,,,,,,,,,,,
"G2700390","1860","Minnesota","270","Dodge","0390","Dodge",,,,,,,,,,,,,,,,,,,,,,,
"G2700410","1860","Minnesota","270","Douglas","0410","Douglas",,,,,,,,,,,,,,,,,,,,,,,
"G2700430","1860","Minnesota","270","Faribault","0430","Faribault",,,,,,,,,,,,,,,,,,,,,,,
"G2700450","1860","Minnesota","270","Fillmore","0450","Fillmore",,,,,,,,,,,,,,,,,,,,,,,
"G2700470","1860","Minnesota","270","Freeborn","0470","Freeborn",,,,,,,,,,,,,,,,,,,,,,,
"G2700490","1860","Minnesota","270","Goodhue","0490","Goodhue",,,,,,,,,,,,,,,,,,,,,,,
"G2700530","1860","Minnesota","270","Hennepin","0530","Hennepin",,,,,,,,,,,,,,,,,,,,,,,
"G2700550","1860","Minnesota","270","Houston","0550","Houston",,,,,,,,,,,,,,,,,,,,,,,
"G2700590","1860","Minnesota","270","Isanti","0590","Isanti",,,,,,,,,,,,,,,,,,,,,,,
"G2700610","1860","Minnesota","270","Itasca","0610","Itasca",,,,,,,,,,,,,,,,,,,,,,,
"G2700630","1860","Minnesota","270","Jackson","0630","Jackson",,,,,,,,,,,,,,,,,,,,,,,
"G2700650","1860","Minnesota","270","Kanabec","0650","Kanabec",,,,,,,,,,,,,,,,,,,,,,,
"G2700670","1860","Minnesota","270","Kandiyohi","0670","Kandiyohi",,,,,,,,,,,,,,,,,,,,,,,
"G2700750","1860","Minnesota","270","Lake","0750","Lake",,,,,,,,,,,,,,,,,,,,,,,
"G2700790","1860","Minnesota","270","Le Sueur","0790","Le Sueur",,,,,,,,,,,,,,,,,,,,,,,
"G2700850","1860","Minnesota","270","McLeod","0850","Mcleod",,,,,,,,,,,,,,,,,,,,,,,
"G2700877","1860","Minnesota","270","Manomin","0877","Manomin",,,,,,,,,,,,,,,,,,,,,,,
"G2700910","1860","Minnesota","270","Martin","0910","Martin",,,,,,,,,,,,,,,,,,,,,,,
"G2700930","1860","Minnesota","270","Meeker","0930","Meeker",,,,,,,,,,,,,,,,,,,,,,,
"G2700950","1860","Minnesota","270","Mille Lacs","0950","Mille Lacs",,,,,,,,,,,,,,,,,,,,,,,
"G2700955","1860","Minnesota","270","Monongalia","0955","Monongalia",,,,,,,,,,,,,,,,,,,,,,,
"G2700970","1860","Minnesota","270","Morrison","0970","Morrison",,,,,,,,,,,,,,,,,,,,,,,
"G2700990","1860","Minnesota","270","Mower","0990","Mower",,,,,,,,,,,,,,,,,,,,,,,
"G2701010","1860","Minnesota","270","Murray","1010","Murray",,,,,,,,,,,,,,,,,,,,,,,
"G2701030","1860","Minnesota","270","Nicollet","1030","Nicollet",,,,,,,,,,,,,,,,,,,,,,,
"G2701050","1860","Minnesota","270","Nobles","1050","Nobles",,,,,,,,,,,,,,,,,,,,,,,
"G2701090","1860","Minnesota","270","Olmsted","1090","Olmsted",,,,,,,,,,,,,,,,,,,,,,,
"G2701110","1860","Minnesota","270","Otter Tail","1110","Otter Tail",,,,,,,,,,,,,,,,,,,,,,,
"G2701115","1860","Minnesota","270","Pembina","1115","Pembina",,,,,,,,,,,,,,,,,,,,,,,
"G2701135","1860","Minnesota","270","Pierce","1135","Pierce",,,,,,,,,,,,,,,,,,,,,,,
"G2701150","1860","Minnesota","270","Pine","1150","Pine",,,,,,,,,,,,,,,,,,,,,,,
"G2701175","1860","Minnesota","270","Pipestone (old)","1175","Pipestone (old)",,,,,,,,,,,,,,,,,,,,,,,
"G2701190","1860","Minnesota","270","Polk","1190","Polk",,,,,,,,,,,,,,,,,,,,,,,
"G2701230","1860","Minnesota","270","Ramsey","1230","Ramsey",,,,,,,,,,,,,,,,,,,,,,,
"G2701290","1860","Minnesota","270","Renville","1290","Renville",,,,,,,,,,,,,,,,,,,,,,,
"G2701310","1860","Minnesota","270","Rice","1310","Rice",,,,,,,,,,,,,,,,,,,,,,,
"G2701370","1860","Minnesota","270","St Louis","1370","St Louis",,,,,,,,,,,,,,,,,,,,,,,
"G2701390","1860","Minnesota","270","Scott","1390","Scott",,,,,,,,,,,,,,,,,,,,,,,
"G2701410","1860","Minnesota","270","Sherburne","1410","Sherburne",,,,,,,,,,,,,,,,,,,,,,,
"G2701430","1860","Minnesota","270","Sibley","1430","Sibley",,,,,,,,,,,,,,,,,,,,,,,
"G2701450","1860","Minnesota","270","Stearns","1450","Stearns",,,,,,,,,,,,,,,,,,,,,,,
"G2701470","1860","Minnesota","270","Steele","1470","Steele",,,,,,,,,,,,,,,,,,,,,,,
"G2701530","1860","Minnesota","270","Todd","1530","Todd",,,,,,,,,,,,,,,,,,,,,,,
"G2701535","1860","Minnesota","270","Toombs","1535","Toombs",,,,,,,,,,,,,,,,,,,,,,,
"G2701570","1860","Minnesota","270","Wabasha","1570","Wabasha",,,,,,,,,,,,,,,,,,,,,,,
"G2701610","1860","Minnesota","270","Waseca","1610","Waseca",,,,,,,,,,,,,,,,,,,,,,,
"G2701630","1860","Minnesota","270","Washington","1630","Washington",,,,,,,,,,,,,,,,,,,,,,,
"G2701690","1860","Minnesota","270","Winona","1690","Winona",,,,,,,,,,,,,,,,,,,,,,,
"G2701710","1860","Minnesota","270","Wright","1710","Wright",,,,,,,,,,,,,,,,,,,,,,,
"G2800010","1860","Mississippi","280","Adams","0010","Adams",86,69,49,59,45,52,29,21,17,62,29,42,24,20,28,28,22,3,3,0,0,688,14292
"G2800050","1860","Mississippi","280","Amite","0050","Amite",64,64,52,51,43,30,26,21,21,95,51,46,23,16,14,7,4,0,0,0,0,628,7900
"G2800070","1860","Mississippi","280","Attala","0070","Attala",138,97,50,46,38,35,30,21,18,72,40,28,12,2,7,3,0,0,0,0,0,637,5015
"G2800110","1860","Mississippi","280","Bolivar","0110","Bolivar",14,8,11,11,11,5,5,16,2,34,21,45,39,32,18,12,12,1,0,0,0,297,9078
"G2800130","1860","Mississippi","280","Calhoun","0130","Calhoun",98,72,38,25,24,20,21,19,10,29,6,4,3,2,0,0,0,0,0,0,0,371,1823
"G2800150","1860","Mississippi","280","Carroll","0150","Carroll",119,103,60,65,52,59,42,49,35,104,65,85,52,19,30,15,8,1,0,0,0,963,13808
"G2800170","1860","Mississippi","280","Chickasaw","0170","Chickasaw",83,61,67,53,42,35,24,29,21,89,59,63,21,25,19,10,1,0,0,0,0,702,9087
